auction_name,auction_slug,period_date,winning_bid_max,winning_bid_min,winning_bid_mean,trading_volume,lots_count,all_auctions_lots_count
WhiskyAuction.com,whiskyauctioncom,2016-09-01 00:00:00+00,6163.1,0.8,215.55,809396.8,3755,12877
WhiskyAuction.com,whiskyauctioncom,2016-10-01 00:00:00+00,8225.6,0.9,230.47,820924.9,3562,14567
WhiskyAuction.com,whiskyauctioncom,2016-11-01 00:00:00+00,11659,0.9,262.35,1044428.4,3981,16312
WhiskyAuction.com,whiskyauctioncom,2017-01-01 00:00:00+00,8607.3,0.9,209.25,896866.8,4286,13983
WhiskyAuction.com,whiskyauctioncom,2017-02-01 00:00:00+00,6048.9,0.9,174.13,588034.8,3377,14096
WhiskyAuction.com,whiskyauctioncom,2017-03-01 00:00:00+00,12056.5,0.9,212.11,662640.5,3124,14468
WhiskyAuction.com,whiskyauctioncom,2017-04-01 00:00:00+00,8141,0.9,266.65,788470.8,2957,17138
WhiskyAuction.com,whiskyauctioncom,2017-05-01 00:00:00+00,6962.3,0.8,244.69,676067,2763,15351
WhiskyAuction.com,whiskyauctioncom,2017-06-01 00:00:00+00,6245.6,0.9,219.47,536610.7,2445,13228
WhiskyAuction.com,whiskyauctioncom,2017-07-01 00:00:00+00,7521.6,0.9,222.43,593448.6,2668,14562
WhiskyAuction.com,whiskyauctioncom,2017-08-01 00:00:00+00,3946.9,0.9,231.92,743751.6,3207,14386
WhiskyAuction.com,whiskyauctioncom,2017-09-01 00:00:00+00,11595.8,0.9,249.31,840687.9,3372,15423
WhiskyAuction.com,whiskyauctioncom,2017-10-01 00:00:00+00,8741.3,0.9,197.8,707344.9,3576,18564
WhiskyAuction.com,whiskyauctioncom,2017-11-01 00:00:00+00,8418.8,0.9,229.94,940011.6,4088,21855
WhiskyAuction.com,whiskyauctioncom,2018-01-01 00:00:00+00,14228.3,0.9,265.5,1081126.8,4072,15171
WhiskyAuction.com,whiskyauctioncom,2018-02-01 00:00:00+00,24289.8,0.9,256,731905.1,2859,17815
WhiskyAuction.com,whiskyauctioncom,2018-03-01 00:00:00+00,12806.1,0.9,216.99,604742.7,2787,16837
WhiskyAuction.com,whiskyauctioncom,2018-04-01 00:00:00+00,13596.3,0.9,265.45,850503.2,3204,20978
WhiskyAuction.com,whiskyauctioncom,2018-05-01 00:00:00+00,10738.7,0.9,247.72,632185.7,2552,18294
WhiskyAuction.com,whiskyauctioncom,2018-06-01 00:00:00+00,16622.1,0.9,234.94,661134.2,2814,16068
WhiskyAuction.com,whiskyauctioncom,2018-07-01 00:00:00+00,8184.2,0.9,233.36,564957.1,2421,19846
WhiskyAuction.com,whiskyauctioncom,2018-08-01 00:00:00+00,17336.4,0.9,224.47,618861.6,2757,16684
WhiskyAuction.com,whiskyauctioncom,2018-09-01 00:00:00+00,22417,0.9,215.38,556103.5,2582,22553
WhiskyAuction.com,whiskyauctioncom,2018-10-01 00:00:00+00,16024.5,0.9,234.79,754849.6,3215,22291
WhiskyAuction.com,whiskyauctioncom,2018-11-01 00:00:00+00,9752.6,0.9,259.09,936341.8,3614,26493
WhiskyAuction.com,whiskyauctioncom,2018-12-01 00:00:00+00,14360.1,0.9,236.88,980426.5,4139,24365
WhiskyAuction.com,whiskyauctioncom,2019-01-01 00:00:00+00,13148.3,0.9,212.58,901572.8,4241,18471
WhiskyAuction.com,whiskyauctioncom,2019-02-01 00:00:00+00,4584.3,0.9,170.67,445607.2,2611,27105
WhiskyAuction.com,whiskyauctioncom,2019-03-01 00:00:00+00,14365.7,0.9,167.94,542279.2,3229,29921
WhiskyAuction.com,whiskyauctioncom,2019-04-01 00:00:00+00,8204.3,0.9,143.23,553309.3,3863,27392
WhiskyAuction.com,whiskyauctioncom,2019-05-01 00:00:00+00,6453.5,0.9,160.06,627280.9,3919,25948
WhiskyAuction.com,whiskyauctioncom,2019-06-01 00:00:00+00,18452.8,0.9,192.29,712629.2,3706,25303
WhiskyAuction.com,whiskyauctioncom,2019-07-01 00:00:00+00,11280.2,0.9,179.16,739194,4126,27617
WhiskyAuction.com,whiskyauctioncom,2019-08-01 00:00:00+00,15492.7,0.9,166.06,543020.4,3270,23428
WhiskyAuction.com,whiskyauctioncom,2019-09-01 00:00:00+00,9350.9,0.9,171.77,817103,4757,30169
WhiskyAuction.com,whiskyauctioncom,2019-10-01 00:00:00+00,25358,0.9,175.96,978175.5,5559,32793
WhiskyAuction.com,whiskyauctioncom,2019-11-01 00:00:00+00,18537.3,0.9,195.52,1069684.7,5471,31723
WhiskyAuction.com,whiskyauctioncom,2019-12-01 00:00:00+00,25158.9,0.9,206.35,1115965.8,5408,31485
WhiskyAuction.com,whiskyauctioncom,2020-01-01 00:00:00+00,11432.2,0.8,177.43,1006918,5675,26222
WhiskyAuction.com,whiskyauctioncom,2020-02-01 00:00:00+00,13908.8,0.8,137.89,589487.8,4275,31326
WhiskyAuction.com,whiskyauctioncom,2020-03-01 00:00:00+00,10844.2,0.9,169.01,743642.9,4400,22760
WhiskyAuction.com,whiskyauctioncom,2020-04-01 00:00:00+00,10267.8,0.9,169.01,929234,5498,17023
WhiskyAuction.com,whiskyauctioncom,2020-05-01 00:00:00+00,17837.3,0.9,173.02,735143.3,4249,28558
WhiskyAuction.com,whiskyauctioncom,2020-06-01 00:00:00+00,5947,0.9,165.6,656457.3,3964,28829
WhiskyAuction.com,whiskyauctioncom,2020-07-01 00:00:00+00,11727.6,0.9,169.45,896707.5,5292,31656
WhiskyAuction.com,whiskyauctioncom,2020-08-01 00:00:00+00,13506.8,0.9,158.41,813421.4,5135,34880
WhiskyAuction.com,whiskyauctioncom,2020-09-01 00:00:00+00,16383.4,0.9,215.18,1276886.5,5934,36287
WhiskyAuction.com,whiskyauctioncom,2020-10-01 00:00:00+00,13390.1,0.9,222.11,1220923.8,5497,43036
WhiskyAuction.com,whiskyauctioncom,2020-11-01 00:00:00+00,13960,0.9,199.7,1121895.9,5618,45162
WhiskyAuction.com,whiskyauctioncom,2020-12-01 00:00:00+00,11693.5,0.9,198.85,1315962.6,6618,40691
WhiskyAuction.com,whiskyauctioncom,2021-01-01 00:00:00+00,14955.1,0.9,179.91,1070267.5,5949,31995
WhiskyAuction.com,whiskyauctioncom,2021-02-01 00:00:00+00,8830.6,0.9,146.79,523147.5,3564,35065
WhiskyAuction.com,whiskyauctioncom,2021-03-01 00:00:00+00,18264.8,0.9,181.59,1055745.4,5814,38735
WhiskyAuction.com,whiskyauctioncom,2021-04-01 00:00:00+00,8939.4,0.9,166.71,977949.8,5866,43356
WhiskyAuction.com,whiskyauctioncom,2021-05-01 00:00:00+00,18369.6,0.9,176.4,970726.2,5503,42530
WhiskyAuction.com,whiskyauctioncom,2021-06-01 00:00:00+00,8723.7,0.9,166.15,906194.9,5454,37702
WhiskyAuction.com,whiskyauctioncom,2021-07-01 00:00:00+00,10765.3,0.9,152.76,893970.5,5852,36170
WhiskyAuction.com,whiskyauctioncom,2021-08-01 00:00:00+00,13404.9,0.9,142.76,862960,6045,42409
WhiskyAuction.com,whiskyauctioncom,2021-09-01 00:00:00+00,18256.5,0.9,162.75,998654.9,6136,38731
WhiskyAuction.com,whiskyauctioncom,2021-10-01 00:00:00+00,11187.8,0.9,162.24,872703,5379,43367
WhiskyAuction.com,whiskyauctioncom,2021-11-01 00:00:00+00,16229,0.8,181.2,989360.3,5460,50235
WhiskyAuction.com,whiskyauctioncom,2021-12-01 00:00:00+00,15448.1,0.9,172.53,1132499.2,6564,44158
WhiskyAuction.com,whiskyauctioncom,2022-01-01 00:00:00+00,18509.9,0.8,193.68,1192690,6158,37474
WhiskyAuction.com,whiskyauctioncom,2022-02-01 00:00:00+00,16917.9,0.8,144.09,660381.6,4583,44602
WhiskyAuction.com,whiskyauctioncom,2022-03-01 00:00:00+00,14837.5,0.8,164.69,846811.9,5142,46544
WhiskyAuction.com,whiskyauctioncom,2022-04-01 00:00:00+00,13473.6,0.8,188.25,1010688.8,5369,50951
WhiskyAuction.com,whiskyauctioncom,2022-05-01 00:00:00+00,12756.6,0.9,189.72,905721.7,4774,45291
WhiskyAuction.com,whiskyauctioncom,2022-06-01 00:00:00+00,23130,0.9,248.04,1345139.1,5423,43553
WhiskyAuction.com,whiskyauctioncom,2022-07-01 00:00:00+00,15077.2,0.9,190.53,1099577.4,5771,47042
WhiskyAuction.com,whiskyauctioncom,2022-08-01 00:00:00+00,8046.3,0.8,176.54,993575.1,5628,40649
WhiskyAuction.com,whiskyauctioncom,2022-09-01 00:00:00+00,12545.1,0.9,182.75,1436790.2,7862,55429
WhiskyAuction.com,whiskyauctioncom,2022-10-01 00:00:00+00,21335.7,0.9,193.6,1231470.9,6361,49660
WhiskyAuction.com,whiskyauctioncom,2022-11-01 00:00:00+00,7398,0.9,173.86,1066790.9,6136,55340
WhiskyAuction.com,whiskyauctioncom,2022-12-01 00:00:00+00,15555.4,0.9,192.07,1307993.5,6810,53794
WhiskyAuction.com,whiskyauctioncom,2023-01-01 00:00:00+00,11933.9,0.9,161.27,988575.6,6130,39650
WhiskyAuction.com,whiskyauctioncom,2023-02-01 00:00:00+00,8912.3,0.9,161.81,730885.1,4517,41735
WhiskyAuction.com,whiskyauctioncom,2023-03-01 00:00:00+00,14942.9,0.9,188.6,1254197.4,6650,51697
WhiskyAuction.com,whiskyauctioncom,2023-04-01 00:00:00+00,9414.6,0.9,179.79,916196.4,5096,37629
WhiskyAuction.com,whiskyauctioncom,2023-05-01 00:00:00+00,14488.5,1.8,211.13,1278834.6,6057,44950
WhiskyAuction.com,whiskyauctioncom,2023-06-01 00:00:00+00,34855.2,0.9,195.41,1321364.9,6762,45412
WhiskyAuction.com,whiskyauctioncom,2023-07-01 00:00:00+00,5968.1,0.9,172.78,1005379.8,5819,33595
